Path,Title,Title Len,Title Status,Description,Desc Len,Desc Status,og:image,Robots,Canonical,H1,Issues
/news-and-insights/market-insights/2026/07/ig-outlook,IG Outlook,10,TOO SHORT,"Investment grade (IG) credit has increasingly become a tale of two markets, hyperscaler financing and then everything else. From our observation, investors have had difficulty digesting the sheer size and cadence of hyperscaler-related issuance, leading to underperformance. In the last year alone, the percent share of hyperscaler bonds in the IG market has nearly doubled. Read more to see how a muddled investment environment informs the positioning of PPM’s IG strategies.",476,TOO LONG,,index,/news-and-insights/market-insights/2026/07/ig-outlook,Investment Grade,title under 20 chars; no brand suffix; description 476 chars - truncates in SERP; no og:image
/news-and-insights/market-insights/2026/07/igpc-outlook,IGPC Outlook,12,TOO SHORT,"Capital expenditures around data centers drove a surge in issuance during the quarter, challenging hyperscaler-related market technicals as supply threatens to overwhelm demand. Unsurprisingly, PPM’s IGPC team was active during the quarter, investing over $2.5B across 108 securities. Year-to-date purchases have been from new and existing issuers across the esoteric ABF, traditional private, CTL and project finance spaces. We anticipate continued momentum in purchase volume into the second half of the year.",511,TOO LONG,,index,/news-and-insights/market-insights/2026/07/igpc-outlook,Investment Grade Private Credit,title under 20 chars; no brand suffix; description 511 chars - truncates in SERP; no og:image
/news-and-insights/market-insights/2026/07/pe-outlook,PE Outlook,10,TOO SHORT,"After a war-induced pause, US PE activity gained steam later in the quarter. Contributing to this uptick, from our observations, were co-investments that had been put on hold at the start of the conflict finally coming to market. Concerns still exist in technology-related sectors, but we believe future valuations should likely be more rational in differentiating winners and losers. Generally, sponsors view AI as a tailwind for portfolio companies overall, acting as a driver of efficiency.",493,TOO LONG,,index,/news-and-insights/market-insights/2026/07/pe-outlook,Private Equity,title under 20 chars; no brand suffix; description 493 chars - truncates in SERP; no og:image
/news-and-insights/market-insights/2026/07/single-asset-continuation-vehicles,Single-Asset Continuation Vehicles,34,SHORT,"What started as a response to private equity liquidity challenges has become one of the industry's most compelling investment structures. Single-asset continuation vehicles (SCVs) can provide concentrated exposure to high-conviction companies and create alignment among investors, sponsors, and management teams. As the market grows, experience, relationships, and disciplined underwriting remain critical to identifying the best opportunities. PPM America Capital Partners (PPMACP)",482,TOO LONG,,index,/news-and-insights/market-insights/2026/07/single-asset-continuation-vehicles,Alignment and Access: Key Drivers of Single-Asset Continuation Vehicle Success,no brand suffix; description 482 chars - truncates in SERP; no og:image
/news-and-insights/market-insights/2026/08/ig-emd,EM Private Credit,17,TOO SHORT,"We do not view EM private credit as simply developed market private credit with a higher coupon. Instead, we believe it requires EM-specific judgment, in addition to corporate, industry and structure analysis. For certain investors, it can be a complement to an EM allocation by expanding the opportunity set, providing potential income opportunities and adding diversification across countries, sectors and structures. In a world where investors continue to seek resilient income and differentiated sources of return, we believe EM private credit merits a place in the conversation.",583,TOO LONG,,index,/news-and-insights/market-insights/2026/08/ig-emd,EM Private Credit: Another Arrow in the EM Quiver,title under 20 chars; no brand suffix; description 583 chars - truncates in SERP; no og:image
/news-and-insights/press-releases,Press Releases | PPM America,28,SHORT,Read the latest news about us and our efforts to help our clients achieve their long-term value goals.,102,SHORT,,"index, follow",/news-and-insights/press-releases,Press Releases,no og:image
/news-and-insights/press-releases/2022/12/clo-6,CLO 6,5,TOO SHORT,"PPM America, Inc. (PPM) today announced the closing of PPM CLO 6 Ltd. (CLO 6), a $300 million CLO. This is PPM’s sixth CLO since the firm re-entered the CLO market in 2018, and the twelfth CLO in the firm’s history. CLO 6 is managed by a PPM subsidiary, PPM Loan Management Company 2, LLC, a registered investment adviser.",322,TOO LONG,,index,/news-and-insights/press-releases/2022/12/clo-6,PPM America Announces Twelfth CLO Closing,title under 20 chars; no brand suffix; description 322 chars - truncates in SERP; no og:image
/news-and-insights/press-releases/2022/12/pensions-and-investments,Pensions and Investments,24,DUPLICATE,PPM America Named One of the “Best Places to Work in Money Management,69,SHORT,,index,/news-and-insights/press-releases/2022/12/pensions-and-investments,PPM America Named One of the “Best Places to Work in Money Management”,duplicate title (2x); no brand suffix; no og:image
/news-and-insights/press-releases/2023/09/org-changes,Org Changes,11,TOO SHORT,PPM Promotes Within Investment Team,35,TOO SHORT,,index,/news-and-insights/press-releases/2023/09/org-changes,PPM Promotes Within Investment Team,title under 20 chars; no brand suffix; description under 50 chars; no og:image
/news-and-insights/press-releases/2023/11/02/distribution-team,Distribution Team,17,DUPLICATE,PPM Builds Global Distribution Team,35,TOO SHORT,,index,/news-and-insights/press-releases/2023/11/02/distribution-team,PPM Builds Global Distribution Team,title under 20 chars; duplicate title (3x); no brand suffix; description under 50 chars; no og:image
/news-and-insights/press-releases/2023/12/pensions-and-investments,Pensions And Investments,24,DUPLICATE,PPM America Repeats As One of the “Best Places to Work in Money Management”,75,SHORT,,index,/news-and-insights/press-releases/2023/12/pensions-and-investments,PPM America Repeats As One of the “Best Places to Work in Money Management”,duplicate title (2x); no brand suffix; no og:image
/news-and-insights/press-releases/2024/01/distribution-team,Distribution Team,17,DUPLICATE,PPM Continues Global Distribution Team Expansion,48,TOO SHORT,,index,/news-and-insights/press-releases/2024/01/distribution-team,PPM Continues Global Distribution Team Expansion,title under 20 chars; duplicate title (3x); no brand suffix; description under 50 chars; duplicate description; no og:image
/news-and-insights/press-releases/2024/01/private-equity-fund-8,Private Equity Fund 8,21,SHORT,PPMACP Closes on $660 Million Private Equity Fund,49,TOO SHORT,,index,/news-and-insights/press-releases/2024/01/private-equity-fund-8,PPM America Capital Partners Closes on $660 Million Private Equity Fund,no brand suffix; description under 50 chars; no og:image
/news-and-insights/press-releases/2024/02/distribution-team,Distribution Team,17,DUPLICATE,PPM Continues Global Distribution Team Expansion,48,TOO SHORT,,index,/news-and-insights/press-releases/2024/02/distribution-team,PPM Adds PGIM Principal to Global Distribution Team,title under 20 chars; duplicate title (3x); no brand suffix; description under 50 chars; duplicate description; no og:image
/news-and-insights/press-releases/2024/06/clo-7,CLO 7,5,TOO SHORT,"PPM America, Inc. (PPM) today announced the closing of PPM CLO 7 Ltd. (CLO 7). CLO 7 has 16 unique investors, seven of which are new to PPM, and a deal size of $401M. It is PPM’s seventh CLO closed since the firm re-entered the CLO market in 2018, and the thirteenth CLO closed in the firm’s history.",300,TOO LONG,,index,/news-and-insights/press-releases/2024/06/clo-7,PPM America Announces Thirteenth CLO Closing,title under 20 chars; no brand suffix; description 300 chars - truncates in SERP; no og:image
/news-and-insights/press-releases/2024/11/ppm-funds,PPM Funds,9,TOO SHORT,"On November 12th, PPM America, Inc. (PPM) announced the closing and liquidation of its remaining two mutual funds, the PPM Core Plus Fixed Income Fund (PKPIX) and the PPM High Yield Core Fund (PKHIX) which consisted solely of internal and seed capital investors. This action will complete the firm’s liquidation of the PPM Funds platform, as the firm focuses on delivery of its investment strategies through other commingled products.",434,TOO LONG,,index,/news-and-insights/press-releases/2024/11/ppm-funds,PPM America Closes Mutual Funds to Focus on Other Commingled Vehicles,title under 20 chars; no brand suffix; description 434 chars - truncates in SERP; no og:image
/news-and-insights/press-releases/2024/11/team-bhumika-gashti,Team Bhumika Gashti,19,TOO SHORT,PPMACP Hires Seasoned Industry Professional to Bolster Private Equity Team,74,SHORT,,index,/news-and-insights/press-releases/2024/11/team-bhumika-gashti,PPM America Capital Partners Hires Seasoned Industry Professional to Bolster Private Equity Team,title under 20 chars; no brand suffix; no og:image
/news-and-insights/press-releases/2024/12/pensions-and-investments,Pensions And Investments,24,DUPLICATE,"""PPM America Repeats As One of the “Best Places to Work in Money Management”",76,SHORT,,index,/news-and-insights/press-releases/2024/12/pensions-and-investments,PPM America Repeats As One of the “Best Places to Work in Money Management”,duplicate title (2x); no brand suffix; no og:image
/news-and-insights/press-releases/2025/01/emerging-market-debt-team,Emerging Market Debt Team,25,SHORT,"January 13, 2024: PPM America, Inc. (PPM) today announced the addition of a seasoned emerging market debt (EMD) team from Western Asset Management",146,SHORT,,index,/news-and-insights/press-releases/2025/01/emerging-market-debt-team,PPM Hires Seasoned Emerging Market Debt Team,no brand suffix; no og:image
/news-and-insights/press-releases/2025/03/clo-8,CLO 8,5,TOO SHORT,"PPM America, Inc. (PPM) today announced the closing of PPM CLO 8 Ltd. (CLO 8). CLO 8 has a deal size of $400M (by reinvestment target par value) and was executed with 16 unique institutional investors. It is PPM’s eighth CLO closed since the firm re-entered the CLO market in 2018, and the 14th CLO closed in the firm’s history.",328,TOO LONG,,index,/news-and-insights/press-releases/2025/03/clo-8,PPM America Closes 14th CLO,title under 20 chars; no brand suffix; description 328 chars - truncates in SERP; no og:image
/news-and-insights/press-releases/2025/10/craig-smith,Craig Smith,11,TOO SHORT,"LANSING, Mich./CHICAGO, Ill. - October 8, 2025 - Jackson Financial Inc. (NYSE: JXN) (Jackson®) and PPM America, Inc. (PPM), an indirect, wholly-owned subsidiary of Jackson, announced today that after nearly 20 years of service, Craig Smith, President and Chief Executive Officer of PPM, intends to retire on December 31, 2025. While a search is conducted for his successor, Smith will begin to transition his day-to-day leadership responsibilities of PPM to Chris Raub, President, Jackson National Life Insurance Company (JNLIC), who will serve as the interim leader of PPM following Smith’s retirement.",603,TOO LONG,,index,/news-and-insights/press-releases/2025/10/craig-smith,Craig Smith to Retire as PPM America President and CEO,title under 20 chars; no brand suffix; description 603 chars - truncates in SERP; no og:image
/news-and-insights/press-releases/2025/10/new-la-office,New LA Office,13,TOO SHORT,"CHICAGO, Illinois – October 28, 2025: Today, PPM America, Inc. (PPM) is proud to announce the opening of its newest permanent office in downtown Los Angeles, located at 515 S. Figueroa Street. This strategic expansion marks a milestone for the firm, as the location will serve as the central hub for the Emerging Markets team – an accomplished group that officially joined PPM in January 2025. The team was previously based in a temporary office in Pasadena, California.",470,TOO LONG,,index,/news-and-insights/press-releases/2025/10/new-la-office,PPM America Expands Westward with New LA Office,title under 20 chars; no brand suffix; description 470 chars - truncates in SERP; no og:image
/news-and-insights/press-releases/2025/12/pensions-and-investments,Pensions and Investments,24,DUPLICATE,"PPM is proud to announce its recognition as one of the “Best Places to Work in Money Management” by Pensions & Investments for 2025. This marks the sixth time PPM has received this prestigious honor, a testament to the firm’s ongoing commitment to an engaged and supportive workplace. For the results announced yesterday, PPM was one of 43 companies to be selected in the 100 to 499 employee category, as well as one of 105 companies recognized in the industry overall.",469,TOO LONG,,index,/news-and-insights/press-releases/2025/12/pensions-and-investments,PPM America Earns “Best Places to Work in Money Management” Honor for Sixth Time,duplicate title (2x); no brand suffix; description 469 chars - truncates in SERP; no og:image
/news-and-insights/press-releases/2026/03/promotion-tiffany-luna,Promotion Tiffany Luna,22,SHORT,"PPM America Capital Partners, the private equity arm of PPM America, Inc. (PPM) today announced the promotion of Tiffany Luna to Partner. In this expanded role, Luna will continue to play a key leadership role in sourcing, evaluating and executing private equity investments, as well as managing sponsor relationships and supporting portfolio companies. The promotion reflects her significant contributions to the firm’s private equity platform and consistent delivery of strong investment outcomes for clients.",511,TOO LONG,,index,/news-and-insights/press-releases/2026/03/promotion-tiffany-luna,PPM America Capital Partners Promotes Tiffany Luna to Partner,no brand suffix; description 511 chars - truncates in SERP; no og:image
/news-and-insights/press-releases/2026/04/chris-raub,Chris Raub,10,DUPLICATE,"LANSING, Mich. & CHICAGO--(BUSINESS WIRE)-- Jackson Financial Inc.i (NYSE: JXN) (Jackson®) and PPM America, Inc. (PPM), an indirect, wholly-owned subsidiary of Jackson, announced today that Chris Raub has been appointed President and Chief Executive Officer of PPM. In this role, Raub will provide oversight for PPM’s executive leadership team with a continued focus on delivering world-class investment performance and service to all clients, including management of Jackson’s general account assets and investment mandates for institutional investors globally.",562,TOO LONG,,index,/news-and-insights/press-releases/2026/04/chris-raub,"Chris Raub Named President and CEO of PPM America, Inc.",title under 20 chars; duplicate title (2x); no brand suffix; description 562 chars - truncates in SERP; no og:image
/news-and-insights/press-releases/2026/08/cre-team,CRE Team,8,TOO SHORT,"CHICAGO, Illinois – July 28, 2026: PPM America, Inc. (PPM) is pleased to announce the recent additions of four new loan originators to its commercial real estate team: Dennis Kracik, Justin Lata, Andrew Lockhart and Paul Mroz. These hires bring the total number of loan originators on the team to 13 and are intended to support ongoing record origination volumes, as PPM sees increased demand for commercial mortgages from its clients.",435,TOO LONG,,index,/news-and-insights/press-releases/2026/08/cre-team,PPM America Bolsters Commercial Real Estate Team,title under 20 chars; no brand suffix; description 435 chars - truncates in SERP; no og:image
/our-commitments,Our Commitments,15,TOO SHORT,"We are committed to making a positive impact in our community, supporting and enhancing the personal and professional lives of our employees, and incorporating environmental, social, and governance factors into our investment analysis to help deliver results for our clients.",275,TOO LONG,,,/our-commitments,Our Commitments,title under 20 chars; no brand suffix; description 275 chars - truncates in SERP; no og:image; no robots tag
/our-commitments/community-engagement,Community Engagement,20,SHORT,"We are committed to making a positive impact in our community by investing time, experience and fundraising efforts with nonprofit partners dedicated to strengthening families and increasing economic opportunities. Priority is given to projects within these focus areas.",270,TOO LONG,,,/our-commitments/community-engagement,Community Engagement,no brand suffix; description 270 chars - truncates in SERP; no og:image; no robots tag
/our-commitments/inclusion-and-engagement,Inclusion and Engagement,24,SHORT,"Our workplace culture and associate engagement are integral to the growth and longevity of our company. We are committed to a culture of respect and believe that inclusion is the key to this culture, enabling our ability to innovate, execute and grow for the benefit of our employees, our clients and the communities where we live.",331,TOO LONG,,,/our-commitments/inclusion-and-engagement,Inclusion and Engagement,no brand suffix; description 331 chars - truncates in SERP; no og:image; no robots tag
/our-commitments/responsible-investment,Responsible Investment,22,SHORT,"Our investment teams have long considered sustainability factors in their analyses, acknowledging the material impact these factors may have on the long-term risk and return of investments we make on our clients' behalf. Our integrated approach is applied broadly and across asset classes, while allowing flexibility for each portfolio manager to let the unique characteristics of their portfolios inform their analysis and portfolio construction.",447,TOO LONG,,index,/our-commitments/responsible-investment,Responsible Investment,no brand suffix; description 447 chars - truncates in SERP; no og:image
/our-story,Our Story | PPM America,23,SHORT,"Our mission is to be seen by clients and their advisors as a consistently reliable partner to help them achieve their long-term value goals.

PPM is a US-based institutional asset manager. Established in Chicago in 1990, PPM offers investment capabilities in public fixed income, commercial real estate debt, private and structured credit, private equity and CLO management. PPM exists to consistently support institutional clients in achieving their long-term value goals. We offer our mentality of hard work, straight talk, full transparency and humility. Our success is supported by a team-based culture that encourages debate, collaboration and consistency. At the center of our belief is the fact that our best ideas to date have and can come from any team member anywhere in our firm. We believe the success of our investment culture is best demonstrated by the strong retention of our clients and investment professionals.",929,TOO LONG,,index,/our-story,Our Story,description 929 chars - truncates in SERP; duplicate description; no og:image
/our-story/careers,Careers,7,TOO SHORT,"To attract and retain diverse talent, we know we must do more than just recruit—we must value the diverse strengths our employees bring to work every day.",154,OK,,,/our-story/careers,Careers,title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/careers/benefits,Benefits,8,TOO SHORT,"Our employees go the extra mile every day, and the benefits of working at PPM reflect our commitment to supporting and enhancing their personal and professional lives.",167,OK,,,/our-story/careers/benefits,Benefits,title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/contact-us,Contact Us,10,TOO SHORT,Contact PPM,11,TOO SHORT,,,/our-story/contact-us,Contact Us,title under 20 chars; no brand suffix; description under 50 chars; no og:image; no robots tag
/our-story/our-team,Our Team,8,TOO SHORT,"Our executive team possesses many years of experience and tenure at PPM, and most importantly, they are the type of leaders team members want to follow.",152,OK,,,/our-story/our-team,Our Team,title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/corporate-philanthropy/rylee-murray,Rylee Murray,12,TOO SHORT,Rylee Murray is a corporate philanthropy manager on the corporate communications and corporate responsibility team at Jackson.,126,SHORT,,,/our-story/our-team/corporate-philanthropy/rylee-murray,Rylee Murray,title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/fixed-income/insurance/brian-manczak,Brian Manczak,13,TOO SHORT,"Brian Manczak is an executive vice president and chief investment officer, Jackson National Life, at PPM America, Inc. (PPM).",125,SHORT,,,/our-story/our-team/fixed-income/insurance/brian-manczak,"Brian Manczak, CFA",title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/global-distribution/bob-meikleham,Bob Meikleham,13,TOO SHORT,"Bob Meikleham is a managing director in the global client group at PPM America, Inc. (PPM).",91,SHORT,,,/our-story/our-team/global-distribution/bob-meikleham,Bob Meikleham,title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/global-distribution/jamison-gagnier,Jamison Gagnier,15,TOO SHORT,"Jamison Gagnier is a senior managing director in the global client group at PPM America, Inc. (PPM).",100,SHORT,,,/our-story/our-team/global-distribution/jamison-gagnier,Jamison Gagnier,title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/global-distribution/jeff-seaver,Jeff Seaver,11,TOO SHORT,"Jeff Seaver is a senior managing director and head of global client group at PPM America, Inc. (PPM).",101,SHORT,,,/our-story/our-team/global-distribution/jeff-seaver,Jeff Seaver,title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/global-distribution/laura-beckner,Laura Beckner,13,TOO SHORT,"Laura Beckner is a senior managing director and head of consultant relations in the global client group at PPM America, Inc. (PPM).",131,SHORT,,,/our-story/our-team/global-distribution/laura-beckner,Laura Beckner,title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/leadership-team/chris-raub,Chris Raub,10,DUPLICATE,"Chris Raub is president and chief executive officer of PPM America, Inc. (PPM). He is responsible for PPM’s strategy, business operations and ensuring delivery of world-class investment capabilities, results and service to PPM’s clients.",237,TOO LONG,,index,/our-story/our-team/leadership-team/chris-raub,Chris Raub,title under 20 chars; duplicate title (2x); no brand suffix; description 237 chars - truncates in SERP; no og:image
/our-story/our-team/leadership-team/mary-capasso,Mary Capasso,12,TOO SHORT,"Mary Capasso is an executive vice president and chief operating officer and general counsel at PPM America, Inc. (PPM)",118,SHORT,,,/our-story/our-team/leadership-team/mary-capasso,Mary Capasso,title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/leadership-team/matt-elsener,Matt Elsener,12,TOO SHORT,"Matt Elsener is a senior vice president and chief risk officer at PPM America, Inc. (PPM).",90,SHORT,,index,/our-story/our-team/leadership-team/matt-elsener,Matt Elsener,title under 20 chars; no brand suffix; no og:image
/our-story/our-team/leadership-team/ogechi-nwachukwu,Ogechi Nwachukwu,16,TOO SHORT,"Ogechi Nwachukwu is an executive vice president and chief investment officer at PPM America, Inc. (PPM).",104,SHORT,,,/our-story/our-team/leadership-team/ogechi-nwachukwu,Ogechi Nwachukwu,title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/leadership-team/oliver-jordan,Oliver Jordan,13,TOO SHORT,"Oliver Jordan is an executive vice president and chief financial officer at PPM America, Inc. (PPM).",100,SHORT,,,/our-story/our-team/leadership-team/oliver-jordan,Oliver Jordan,title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/private-equity-team/antonio-daily,Antonio Daily,13,TOO SHORT,"Tony Daily is an associate at PPM America Capital Partners, the private equity arm of PPM America, Inc. (PPM).",110,SHORT,,,/our-story/our-team/private-equity-team/antonio-daily,Antonio Daily,title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/private-equity-team/bhumika-gashti,Bhumika Gashti,14,TOO SHORT,"Bhumika Gashti is a senior managing director at PPM America Capital Partners, the private equity arm of PPM America, Inc. (PPM).",128,SHORT,,,/our-story/our-team/private-equity-team/bhumika-gashti,"Bhumika Gashti, CFA",title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/private-equity-team/champ-raju,Champ Raju,10,TOO SHORT,"Champ Raju is managing partner and head of private equity at PPM America Capital Partners, the private equity arm of PPM America, Inc. (PPM)",140,SHORT,,,/our-story/our-team/private-equity-team/champ-raju,Champ Raju,title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/private-equity-team/craig-radis,Craig Radis,11,TOO SHORT,"Craig Radis is a senior partner at PPM America Capital Partners, the private equity arm of PPM America, Inc. (PPM)",114,SHORT,,,/our-story/our-team/private-equity-team/craig-radis,Craig Radis,title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/private-equity-team/madeline-mcginnis,Madeline McGinnis,17,TOO SHORT,"Madeline McGinnis is a principal at PPM America Capital Partners, the private equity arm of PPM America, Inc.",109,SHORT,,,/our-story/our-team/private-equity-team/madeline-mcginnis,"Madeline McGinnis, CFA",title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/private-equity-team/mark-staub,Mark Staub,10,TOO SHORT,"Mark Staub is a senior partner at PPM America Capital Partners, the private equity arm of PPM America, Inc. (PPM)",113,SHORT,,,/our-story/our-team/private-equity-team/mark-staub,Mark Staub,title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/private-equity-team/nayan-makim,Nayan Makim,11,TOO SHORT,"Nayan Makim is an associate at PPM America Capital Partners, the private equity arm of PPM America, Inc. (PPM).",111,SHORT,,,/our-story/our-team/private-equity-team/nayan-makim,Nayan Makim,title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/private-equity-team/ray-zhang,Ray Zhang,9,TOO SHORT,"Ray Zhang is a partner at PPM America Capital Partners, the private equity arm of PPM America, Inc. (PPM).",106,SHORT,,,/our-story/our-team/private-equity-team/ray-zhang,"Ray Zhang, CFA",title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/private-equity-team/ross-cameron,Ross Cameron,12,TOO SHORT,"Ross Cameron is a senior associate at PPM America Capital Partners, the private equity arm of PPM America, Inc.",111,SHORT,,,/our-story/our-team/private-equity-team/ross-cameron,Ross Cameron,title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-team/private-equity-team/tiffany-luna,Tiffany Luna,12,TOO SHORT,"Tiffany Luna is a partner at PPM America Capital Partners, the private equity arm of PPM America, Inc. (PPM).",109,SHORT,,,/our-story/our-team/private-equity-team/tiffany-luna,Tiffany Luna,title under 20 chars; no brand suffix; no og:image; no robots tag
/our-story/our-values,Our Values | PPM America,24,SHORT,"At PPM, our values guide our internal conduct and help define the type of relationships we share with our clients, affiliates and other valued partners. We strive to attract and retain the right people who believe in our culture and take ownership for delivering results.

We are passionate about giving back to our clients, to each other, and to our community.",361,TOO LONG,,index,/our-story/our-values,Our Values,description 361 chars - truncates in SERP; no og:image
/privacy-policy,Privacy Policy,14,TOO SHORT,"PPM America, Inc. and PPM Loan Management Company 2, LLC (collectively, “PPM”, “we”, “us” or “our”, as applicable) is committed to compliance with all applicable state and federal privacy laws and regulations. This page includes links our Third Party Privacy Policy, California-Specific Privacy Policy, Website Privacy Policy and PPM Associate Privacy Notice.",359,TOO LONG,,,/privacy-policy,Privacy Policy,title under 20 chars; no brand suffix; description 359 chars - truncates in SERP; no og:image; no robots tag
/privacy-policy/california-specific-privacy-policy,California-Specific Privacy Policy,34,SHORT,PPM maintains compliance with the California Privacy Rights Act (“CPRA”) which affords California residents with certain privacy rights and protections. This section sets out those rights and provides individuals with a form to submit privacy data requests.,257,TOO LONG,,,/privacy-policy/california-specific-privacy-policy,California-Specific Privacy Policy,no brand suffix; description 257 chars - truncates in SERP; no og:image; no robots tag
/privacy-policy/ppm-associate-privacy-policy,PPM Associate Privacy Policy,28,SHORT,"Privacy of associate personal information is a top priority at PPM. This notice is intended to provide PPM associates with notice that identifies the categories of personal information that may be collected and the purposes for which PPM collects, uses, or shares such information.",281,TOO LONG,,,/privacy-policy/ppm-associate-privacy-policy,PPM Associate Privacy Policy,no brand suffix; description 281 chars - truncates in SERP; no og:image; no robots tag
/privacy-policy/third-party-privacy-policy,Third Party Privacy Policy,26,SHORT,"At PPM we are committed to keeping non-public information about third parties (including clients and potential clients) secure and confidential. We do not disclose your information to anyone except as required by law, described in this policy, or as you otherwise permit. Most importantly, we do not sell your information to anyone.",332,TOO LONG,,,/privacy-policy/third-party-privacy-policy,Third Party Privacy Policy,no brand suffix; description 332 chars - truncates in SERP; no og:image; no robots tag
/privacy-policy/website-privacy-policy,Website Privacy Policy,22,SHORT,"In order to improve functionality, performance, security, PPM services, and content delivery, we may gather web-specific information when you visit our website. This policy explains broadly how we collect, share, use and protect the information we gather when you visit our website.",282,TOO LONG,,,/privacy-policy/website-privacy-policy,Website Privacy Policy,no brand suffix; description 282 chars - truncates in SERP; no og:image; no robots tag
/social,Social,6,TOO SHORT,,0,MISSING,,,/social,Social Media,title under 20 chars; no brand suffix; no description; no og:image; no robots tag
/terms-and-conditions,Terms and Conditions,20,SHORT,Terms and Conditions,20,TOO SHORT,,,/terms-and-conditions,Terms and Conditions,no brand suffix; description under 50 chars; no og:image; no robots tag
